11,18
49,40
6,4
6,47
27,47
18,37
30,2
37,31
6,17
7,30
0,48
32,38
1,25
37,30
31,11
23,20
15,8
16,1
27,31
39,16
4,16
37,46
42,5
6,4
0,23
30,31
20,29
47,16
49,48
39,9
40,23
44,40
30,30
20,36
0,2
35,11
14,16
46,46
39,19
20,10
35,31
47,37
10,14
2,7
21,16
12,14
30,45
35,18
11,48
37,5
47,38
12,22
47,2
34,37
4,27
3,44
29,48
0,46
3,29
40,30
45,28
39,39
12,23
13,47
47,6
30,41
33,33
36,44
3,30
22,24
34,1
20,37
33,48
31,49
23,26
29,30
14,42
2,13
24,16
30,38
25,19
32,27
31,26
31,12
33,11
13,27
30,8
39,30
36,27
30,33
22,43
34,35
25,39
26,19
49,24
19,8
22,22
41,15
25,0
57,70
80,82
85,61
80,66
57,67
95,62
69,74
73,89
50,64
84,60
72,55
50,91
74,58
94,91
66,89
56,53
93,65
89,82
89,98
60,65
75,56
55,75
57,98
54,76
64,50
60,87
97,79
53,97
78,75
71,96
55,57
84,80
57,53
93,60
64,75
71,59
59,90
92,75
60,52
95,82
53,86
79,92
86,59
83,59
58,94
87,98
64,51
96,82
80,66
53,53
77,88
86,60
74,89
73,80
96,71
62,94
50,82
77,62
71,57
54,51
73,59
93,55
55,59
83,91
99,84
87,85
58,67
78,62
77,80
51,97
92,88
75,51
91,92
60,54
60,53
94,93
77,87
65,77
55,53
86,90
52,51
85,78
58,71
83,87
56,85
79,61
73,69
56,63
73,76
58,79
52,71
86,74
81,73
89,93
65,77
79,61
50,72
73,88
85,80
