62.6026,70.9253
91.1201,78.9977
88.828,75.5232
65.9585,93.7065
58.3957,68.1192
75.7572,89.7339
75.9722,66.0763
72.7122,86.6493
80.849,68.3944
80.3475,68.9221
82.4589,57.4823
65.3485,70.2572
69.5343,74.6151
76.9495,70.1486
71.2973,63.7592
92.3664,83.8219
59.9721,80.7076
65.7006,65.6501
67.3532,77.5085
73.1184,59.8685
88.2256,94.3468
87.5244,85.417
68.0304,80.371
81.9482,80.4123
55.3114,78.5418
70.4474,78.7799
72.2593,75.0562
57.2714,80.1969
75.4319,55.3332
70.1926,56.6359
72.4215,71.0826
101.959,91.585
63.6231,62.7973
76.1115,68.2707
61.0186,70.2254
81.4312,88.7519
62.411,77.5948
58.753,65.0305
73.5072,61.662
60.5648,81.5806
71.7796,71.1938
80.9357,85.5796
62.8725,73.993
79.687,83.1909
73.1213,74.7695
71.9722,65.0064
58.7193,72.4934
81.588,65.2654
62.9817,71.0055
67.7294,79.3853
70.7046,52.9033
62.7431,82.3464
81.3017,76.378
81.74,72.1884
63.055,85.6918
62.885,53.053
81.8046,89.0633
71.8226,76.2357
71.2952,75.2666
80.9289,73.3498
74.1065,95.4214
77.0054,77.7781
86.648,65.8462
69.3316,70.8007
68.463,68.5443
79.713,90.2415
78.216,70.9383
60.8843,60.0689
61.3589,85.1045
80.8838,80.1564
76.2258,60.377
88.4974,89.0554
86.4327,83.6293
70.9033,81.2863
89.8798,87.8343
92.6615,87.5511
78.8639,75.9563
69.0312,97.7718
73.5081,73.4368
69.8651,55.4571
75.4363,63.8685
70.8923,61.969
66.9242,88.1755
87.9412,60.1991
67.045,78.3334
77.9007,72.3119
63.8436,79.6573
67.2903,48.1935
67.5782,76.9181
79.0158,84.4017
61.9746,83.8037
69.4593,78.335
92.1939,74.8728
84.1249,86.1553
77.7603,78.32
48.8717,68.6367
81.8207,67.8839
76.7709,67.1246
66.7768,69.829
78.2887,78.2159
64.4331,80.2526
61.6778,69.6941
76.2519,72.2244
83.4416,79.1162
71.4521,76.2766
78.5697,73.4342
81.1562,73.2167
68.974,70.5959
71.6001,64.0378
74.3003,77.874
84.4733,69.7443
61.523,73.8077
84.6743,70.6156
93.9024,67.4971
69.3302,88.9586
75.1968,80.5007
64.583,69.2014
75.9462,84.3006
60.7025,73.9938
79.7378,80.0559
74.0641,76.9841
67.9417,79.235
81.9832,67.6712
82.9182,78.0893
69.2631,102.403
68.4025,79.4578
83.6127,72.4483
81.3276,80.0775
74.4383,83.0689
72.8082,83.9997
83.4229,59.3869
68.2922,91.2891
99.2079,70.4431
70.0449,66.4639
71.67,57.4301
85.8493,73.1966
80.4169,82.7881
77.6066,63.0837
69.8754,60.6966
72.5805,97.5455
92.7943,77.7545
67.6007,77.4026
77.3395,68.6909
64.4025,78.5916
77.0804,59.3792
69.1938,57.713
81.1263,76.8371
77.5623,93.7562
74.8873,83.3496
81.596,94.9209
78.0892,77.0356
79.085,75.0063
73.3617,85.2432
77.6734,61.2316
81.008,95.2667
65.5535,68.8213
76.5509,93.1337
59.8707,89.4831
66.4787,84.837
79.1978,101.967
84.6106,82.5926
73.5602,57.7669
61.467,82.6693
82.106,75.6538
90.819,62.4263
81.7291,72.5696
85.4916,88.4375
76.2914,75.5116
66.0918,72.9654
76.5945,86.6311
89.5885,76.8638
60.0059,65.1662
74.3025,82.0762
64.2688,57.9584
67.3122,82.8987
93.1433,76.3827
66.8487,82.9835
92.7056,85.5485
57.8931,70.3988
80.1161,78.7774
74.25,73.5544
65.428,82.0239
56.9335,70.8956
64.9983,66.5274
89.2969,67.2902
65.99,77.2456
79.4385,95.0488
70.2138,53.8643
80.8344,87.8202
71.1776,81.3018
89.9552,77.0444
81.325,74.594
77.7578,84.0443
74.6383,67.9062
69.6774,69.9777
83.4339,68.8327
86.3109,82.9392
67.1197,72.2294
75.2803,94.4226
60.0296,70.6905
66.0033,80.53
76.7051,73.4797
64.347,77.8569
85.6941,70.0216
79.4557,86.3118
74.8987,62.1749
72.4955,77.4704
58.3735,70.9876
80.8408,84.3446
69.1581,70.8921
61.3546,74.1791
62.462,84.312
82.7813,71.9106
72.8882,78.2906
89.3355,83.6244
99.7095,68.928
79.8075,51.6981
70.1082,72.8162
79.9699,72.8322
88.4887,82.363
71.8987,79.5524
71.297,86.4877
59.5439,63.7786
78.1435,66.972
64.5875,69.1927
82.7801,82.7528
87.3033,72.4699
70.1884,75.7119
60.6849,54.2105
67.1012,77.0296
107.888,87.7736
67.3264,74.4528
73.0713,72.495
86.1236,74.0625
64.0378,86.1591
91.4621,68.7064
101.01,90.2001
76.4027,89.2191
73.8087,76.9409
61.4102,57.1469
76.8593,91.5059
81.1132,59.4343
80.0027,88.8648
60.0003,73.0087
75.2768,80.5138
62.1583,78.8195
81.2275,84.7008
86.7424,84.222
71.3056,104.891
69.7319,83.6194
83.2955,67.1787
77.3019,73.1519
74.4865,60.8852
80.5841,82.0118
60.2295,75.6021
86.8767,66.6294
67.1643,94.3389
83.2726,73.0298
74.0767,88.2174
69.2154,80.7257
66.4133,77.317
62.5144,68.1935
96.9232,90.361
74.8231,65.4365
67.2347,71.9663
80.6876,66.244
80.9378,70.5535
78.9321,77.7128
81.4538,75.1947
69.9151,59.0287
54.7104,68.8311
66.8735,58.9595
65.5689,69.9425
81.3797,73.0176
57.1205,79.8834
76.7862,62.6321
77.0271,69.9764
75.0721,80.3376
87.983,72.4437
59.3732,77.9179
81.3686,89.3566
81.7987,56.7983
64.5277,79.2906
68.6054,68.3838
67.0074,83.9469
60.3713,82.0914
73.9052,85.5412
82.8529,77.2952
82.047,82.7038
75.3537,87.6992
82.4958,83.1811
61.9101,73.7788
92.7829,62.113
86.081,102.444
78.4774,70.6485
73.7857,65.8993
73.3164,73.0914
89.7299,61.9177
73.2139,73.9997
68.9212,80.8713
12.6026,20.9253
41.1201,28.9977
38.828,25.5232
15.9585,43.7065
8.39571,18.1192
25.7572,39.7339
25.9722,16.0763
22.7122,36.6493
30.849,18.3944
30.3475,18.9221
32.4589,7.48232
15.3485,20.2572
19.5343,24.6151
26.9495,20.1486
21.2973,13.7592
42.3664,33.8219
9.97211,30.7076
15.7006,15.6501
17.3532,27.5085
23.1184,9.8685
38.2256,44.3468
37.5244,35.417
18.0304,30.371
31.9482,30.4123
5.31143,28.5418
20.4474,28.7799
22.2593,25.0562
7.27137,30.1969
25.4319,5.33316
20.1926,6.63593
22.4215,21.0826
51.9588,41.585
13.6231,12.7973
26.1115,18.2707
11.0186,20.2254
31.4312,38.7519
12.411,27.5948
8.75298,15.0305
23.5072,11.662
10.5648,31.5806
21.7796,21.1938
30.9357,35.5796
12.8725,23.993
29.687,33.1909
23.1213,24.7695
21.9722,15.0064
8.71926,22.4934
31.588,15.2654
12.9817,21.0055
17.7294,29.3853
20.7046,2.90335
12.7431,32.3464
31.3017,26.378
31.74,22.1884
13.055,35.6918
12.885,3.05303
31.8046,39.0633
21.8226,26.2357
21.2952,25.2666
30.9289,23.3498
24.1065,45.4214
27.0054,27.7781
36.648,15.8462
19.3316,20.8007
18.463,18.5443
